OBJECTID,REPORT_TAKEN_DATE,YEAR,BLOCK_ADDRESS,DISTRICT,PSA,FIELD_CONTACT_TYPE,REASON_FOR_STOP,DATA_TYPE,RACE,ETHNICITY,SEX,AGE
1089,1/23/2013 12:46,2013,800 BLOCK OF CHESAPEAKE ST SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,51
1090,1/23/2013 13:28,2013,1600 BLOCK OF MINNESOTA AVE SE,7D,701,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,59
1091,1/24/2013 8:54,2013,3100 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,705,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,29
1092,1/24/2013 9:04,2013,200 BLOCK OF MOUNTVIEW PL SE,,,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,53
1093,1/24/2013 9:23,2013,300 BLOCK OF LIVINGSTON RD SE,7D,706,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,19
1094,1/24/2013 9:26,2013,300 BLOCK OF LIVINGSTON RD SE,7D,706,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,21
1095,1/24/2013 10:02,2013,800 BLOCK OF ATLANTIC ST SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,43
1096,1/25/2013 1:05,2013,1400 BLOCK OF GOOD HOPE RD SE,6D,607,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,42
1097,1/25/2013 2:56,2013,1400 BLOCK OF GOOD HOPE RD SE,6D,607,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,24
1098,1/25/2013 22:21,2013,1600 BLOCK OF KENILWORTH AVE NE,6D,601,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,34
1099,1/27/2013 7:07,2013,900 BLOCK OF BARNABY ST SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,57
1100,1/27/2013 9:59,2013,600 BLOCK OF SOUTHERN AVE SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,27
1101,1/27/2013 10:25,2013,4300 BLOCK OF BARNABY ST SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
1102,1/28/2013 0:34,2013,2600 BLOCK OF WADE RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,37
1103,1/28/2013 6:11,2013,800 BLOCK OF SOUTHERN AVE SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,22
1104,1/28/2013 6:13,2013,UNIT BLOCK OF GALVESTON ST SW,7D,708,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,24
1105,1/28/2013 6:16,2013,4600 BLOCK OF 6TH ST SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,30
1106,1/28/2013 6:21,2013,4200 BLOCK OF 4TH ST SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,29
1107,1/28/2013 6:49,2013,800 BLOCK OF SOUTHERN AVE SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,51
1108,1/28/2013 6:55,2013,4200 BLOCK OF 4TH ST SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,40
1109,1/28/2013 15:35,2013,4500 BLOCK OF BENNING RD NE,6D,603,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,25
1110,1/29/2013 2:34,2013,2700 BLOCK OF 30TH ST SE,6D,605,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,21
1111,1/29/2013 2:34,2013,2700 BLOCK OF 30TH ST SE,6D,605,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,25
1112,1/29/2013 7:33,2013,2800 BLOCK OF 28TH ST SE,7D,702,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1113,1/29/2013 8:29,2013,2800 BLOCK OF 28TH ST SE,7D,702,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1114,1/29/2013 9:00,2013,4300 BLOCK OF BARNABY ST SE,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,37
1115,1/29/2013 9:28,2013,800 BLOCK OF CHESAPEAKE ST SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,65
1116,1/29/2013 9:37,2013,600 BLOCK OF SOUTHERN AVE SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,28
1117,1/29/2013 9:57,2013,300 BLOCK OF ATLANTIC ST SE,7D,708,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,44
1118,1/29/2013 20:19,2013,900 BLOCK OF FRENCH ST NW,3D,307,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,19
1119,1/29/2013 20:21,2013,900 BLOCK OF FRENCH ST NW,3D,307,Pedestrian Stop,Suspicious Persons,Person,Unknown,Hispanic Or Latino,Male,18
1120,1/30/2013 7:31,2013,UNIT BLOCK OF ST SE & MISSISSIPPI AVE SE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
1121,1/30/2013 7:38,2013,1400 BLOCK OF GOOD HOPE RD SE,6D,607,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1122,1/30/2013 7:38,2013,1400 BLOCK OF GOOD HOPE RD SE,6D,607,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1123,1/30/2013 8:33,2013,200 BLOCK OF MALCOLM X AVE SE,7D,707,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,37
1124,1/30/2013 9:02,2013,3100 BLOCK OF BUENA VISTA TER SE,7D,702,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,29
1125,1/30/2013 9:13,2013,2400 BLOCK OF HARTFORD ST SE,7D,702,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,22
1126,1/30/2013 9:24,2013,1200 BLOCK OF PENNSYLVANIA AVE SE,1D,107,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,31
1127,1/30/2013 10:24,2013,3000 BLOCK OF 30TH ST SE,7D,702,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,25
1128,1/30/2013 17:09,2013,400 BLOCK OF H ST NW,1D,103,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Unknown,Male,59
1129,1/30/2013 20:13,2013,2500 BLOCK OF 11TH ST NW,3D,304,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,40
1130,1/30/2013 20:24,2013,53RD ST SE / E ST SE,6D,604,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Female,32
1131,1/31/2013 6:37,2013,400 BLOCK OF YUMA ST SE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,
1132,1/31/2013 6:42,2013,400 BLOCK OF YUMA ST SE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,
1133,1/31/2013 8:16,2013,2900 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,705,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,47
1134,1/31/2013 9:56,2013,100 BLOCK OF IRVINGTON ST SW,7D,708,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,55
1135,1/31/2013 20:15,2013,34TH ST NE / BENNING RD NE,6D,603,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,23
1136,2/1/2013 21:06,2013,1200 BLOCK OF I ST SE,1D,106,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,51
1137,2/2/2013 11:26,2013,1700 BLOCK OF COLUMBIA RD NW,3D,303,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,60
1138,2/2/2013 11:32,2013,1700 BLOCK OF COLUMBIA RD NW,3D,303,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,37
1139,2/2/2013 22:45,2013,4500 BLOCK OF BENNING RD SE,6D,604,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,20
1140,2/3/2013 0:12,2013,3400 BLOCK OF 15TH ST SE,7D,704,Vehicle Stop,Suspicious Vehicles,Person,Black,Unknown,Male,23
1141,2/3/2013 1:35,2013,2600 BLOCK OF DOUGLASS PL SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,26
1142,2/3/2013 3:00,2013,2900 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,707,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,22
1143,2/3/2013 3:09,2013,2900 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,707,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Female,31
1144,2/3/2013 3:22,2013,2900 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,707,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,23
1145,2/3/2013 6:14,2013,1000 BLOCK OF K ST NW,1D,101,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,18
1146,2/3/2013 14:53,2013,600 BLOCK OF 16TH ST NE,5D,507,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,30
1147,2/4/2013 1:28,2013,4600 BLOCK OF MARTIN LUTHER KING JR AVE SW,7D,708,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,21
1148,2/4/2013 1:54,2013,4600 BLOCK OF MARTIN LUTHER KING JR AVE SW,7D,708,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,22
1149,2/4/2013 1:57,2013,4600 BLOCK OF MARTIN LUTHER KING JR AVE SW,7D,708,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,20
1150,2/5/2013 11:55,2013,2600 BLOCK OF ADAMS MILL RD NW,3D,303,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,47
1151,2/5/2013 20:56,2013,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,22
1152,2/5/2013 23:23,2013,1300 BLOCK OF CONGRESS ST SE,7D,705,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,23
1153,2/6/2013 7:18,2013,MARTIN LUTHER KING JR AVE SE & RANDLE PL SE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,32
1154,2/6/2013 20:23,2013,2500 BLOCK OF POMEROY RD SE,7D,703,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,41
1155,2/6/2013 22:33,2013,3400 BLOCK OF 24TH ST SE,7D,702,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,28
1156,2/6/2013 22:35,2013,3400 BLOCK OF 24TH ST SE,7D,702,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,29
1157,2/6/2013 23:27,2013,3400 BLOCK OF STANTON RD SE,7D,704,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,20
1158,2/6/2013 23:29,2013,3300 BLOCK OF 13TH ST SE,7D,705,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,40
1159,2/6/2013 23:31,2013,3300 BLOCK OF 13TH ST SE,7D,705,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,35
1160,2/7/2013 6:53,2013,ALABAMA AVE SE / NAYLOR RD SE,7D,702,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,28
1161,2/7/2013 8:48,2013,600 BLOCK OF ATLANTIC ST SE,7D,706,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1162,2/7/2013 8:54,2013,ALABAMA AVE SE / NAYLOR RD SE,7D,702,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,18
1163,2/7/2013 9:22,2013,400 BLOCK OF SOUTHERN AVE SE,7D,708,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1164,2/7/2013 10:11,2013,2900 BLOCK OF STANTON RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,60
1165,2/7/2013 10:18,2013,2900 BLOCK OF STANTON RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,28
1166,2/7/2013 10:25,2013,2900 BLOCK OF STANTON RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,61
1167,2/7/2013 10:30,2013,2900 BLOCK OF STANTON RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,52
1168,2/7/2013 10:35,2013,2900 BLOCK OF STANTON RD SE,7D,703,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Female,58
1169,2/7/2013 10:40,2013,2900 BLOCK OF STANTON RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,52
1170,2/7/2013 11:10,2013,4200 BLOCK OF 4TH ST SE,7D,706,Pedestrian Stop,Pre-existing Knowledge,Person,Black,Not Hispanic Or Latino,Male,22
1171,2/7/2013 11:12,2013,4200 BLOCK OF 4TH ST SE,7D,708,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,34
1172,2/7/2013 11:14,2013,4200 BLOCK OF 4TH ST SE,7D,702,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,45
1173,2/7/2013 11:27,2013,1700 BLOCK OF COLUMBIA RD NW,3D,303,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,52
1174,2/7/2013 11:39,2013,1700 BLOCK OF COLUMBIA RD NW,3D,303,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,51
1175,2/8/2013 19:07,2013,UNIT BLOCK OF FLORIDA AVE NW,5D,501,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,35
1176,2/9/2013 16:35,2013,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,32
1177,2/9/2013 16:35,2013,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,30
1178,2/12/2013 17:36,2013,2100 BLOCK OF ALABAMA AVE SE,7D,705,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,20
1179,2/12/2013 17:40,2013,1500 BLOCK OF ALABAMA AVE SE,7D,704,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1180,2/13/2013 13:02,2013,2200 BLOCK OF 10TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,Juvenile
1181,2/13/2013 13:05,2013,2200 BLOCK OF 10TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,18
1182,2/13/2013 13:25,2013,2200 BLOCK OF 10TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Female,Juvenile
1183,2/13/2013 15:35,2013,1900 BLOCK OF SAVANNAH TER SE,7D,704,Pedestrian Stop,Suspicious Persons,Person,Asian,Not Hispanic Or Latino,Male,19
1184,2/13/2013 15:42,2013,2000 BLOCK OF ALABAMA AVE SE,7D,704,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,28
1185,2/13/2013 18:31,2013,1700 BLOCK OF COLUMBIA RD NW,3D,303,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,53
1186,2/13/2013 18:38,2013,CHAMPLAIN ST NW / EUCLID ST NW,3D,303,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,46
1187,2/13/2013 18:42,2013,Multiple/Unknown Address,,,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,48
1188,2/13/2013 18:42,2013,Multiple/Unknown Address,,,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,63
1189,2/14/2013 11:02,2013,1200 BLOCK OF PENNSYLVANIA AVE SE,1D,107,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,31
1190,2/14/2013 11:16,2013,UNIT BLOCK 19TH ST. NE,,,Vehicle Stop,Special Detail Checkpoint,Person,Black,Not Hispanic Or Latino,Female,29
1191,2/14/2013 12:24,2013,12 AND PENNSYLVANIA AVE,,,Bicycle Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,31
1192,2/14/2013 12:41,2013,5 AND EAST CAPITAL ST. NE,,,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,50
1193,2/14/2013 20:32,2013,2400 BLOCK OF 25TH ST SE,7D,701,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Female,26
1194,2/14/2013 20:37,2013,2400 BLOCK OF 25TH ST SE,7D,701,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,19
1195,2/14/2013 20:37,2013,400 BLOCK OF TENNESSEE AVE NE,1D,108,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,31
1196,2/15/2013 14:56,2013,600 BLOCK OF 11TH ST NE,1D,104,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,47
1197,2/15/2013 15:04,2013,900 BLOCK OF MARYLAND AVE NE,1D,103,Bicycle Stop,Pre-existing Knowledge,Person,Black,Unknown,Male,49
1198,2/15/2013 15:07,2013,1200 BLOCK OF E ST NE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
1199,2/15/2013 15:13,2013,1200 BLOCK OF E ST NE,1D,107,Pedestrian Stop,Suspicious Persons,Person,Unknown,Unknown,Male,18
1200,2/15/2013 15:15,2013,1200 BLOCK OF E ST NE,1D,107,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,18
1201,2/17/2013 1:57,2013,700 BLOCK OF 18TH ST NE,5D,507,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
1202,2/17/2013 1:57,2013,700 BLOCK OF 18TH ST NE,5D,507,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
1203,2/17/2013 7:52,2013,500 BLOCK OF PARKLAND PL SE,7D,707,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1204,2/17/2013 8:24,2013,500 BLOCK OF PARKLAND PL SE,7D,707,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,19
1205,2/17/2013 8:50,2013,800 BLOCK OF SOUTHERN AVE SE,7D,706,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,28
1206,2/17/2013 8:56,2013,500 BLOCK OF BRANDYWINE ST SE,7D,706,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,33
1207,2/17/2013 9:00,2013,1200 BLOCK OF VALLEY AVE SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,38
1208,2/17/2013 9:30,2013,700 BLOCK OF SOUTHERN AVE SE,1D,101,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,23
1209,2/17/2013 9:38,2013,600 BLOCK OF GALVESTON PL SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,48
1210,2/17/2013 10:28,2013,4300 BLOCK OF 4TH ST SE,7D,706,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Female,Juvenile
1211,2/17/2013 10:51,2013,500 BLOCK OF SOUTHERN AVE SE,7D,706,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,28
1212,2/17/2013 11:20,2013,500 BLOCK OF ATLANTIC ST SE,7D,706,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,23
1213,2/17/2013 11:38,2013,4200 BLOCK OF 6TH ST SE,7D,706,Vehicle Stop,Moving Violation,Person,Asian,Not Hispanic Or Latino,Male,53
1214,2/18/2013 4:14,2013,1500 BLOCK OF 18TH ST NW,2D,208,Pedestrian Stop,Suspicious Activity,Person,White,Unknown,Male,29
1215,2/18/2013 6:10,2013,2900 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,704,Vehicle Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,32
1216,2/19/2013 4:53,2013,MALCOLM X AVE SE / OAKWOOD ST SE,7D,707,Vehicle Stop,Moving Violation,Person,Black,Unknown,Female,36
1217,2/19/2013 6:40,2013,2900 BLOCK OF STANTON RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Unknown,Not Hispanic Or Latino,Female,72
1218,2/19/2013 6:51,2013,2900 BLOCK OF STANTON RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,27
1219,2/19/2013 7:00,2013,2900 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,707,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,52
1220,2/19/2013 10:13,2013,600 BLOCK OF C ST SE,1D,107,Vehicle Stop,Moving Violation,Person,White,Not Hispanic Or Latino,Female,44
1221,2/19/2013 10:33,2013,900 BLOCK OF 7TH ST NW,1D,102,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,56
1222,2/19/2013 10:40,2013,800 BLOCK OF E ST. SE,,,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,40
1223,2/19/2013 11:24,2013,1500 BLOCK OF A ST NE,1D,108,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,Juvenile
1224,2/19/2013 14:34,2013,7 AND K ST NE,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,44
1225,2/19/2013 14:48,2013,NORTH CAPITOL ST NW,4D,403,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,42
1226,2/19/2013 14:58,2013,1000 BLOCK OF NORTH CAPITOL ST NW,1D,103,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Female,21
1227,2/19/2013 15:03,2013,6 AND G ST SE,,,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,69
1228,2/19/2013 18:42,2013,3800 BLOCK OF MORRISON ST NW,2D,201,Pedestrian Stop,Suspicious Persons,Person,White,Unknown,Male,57
1229,2/20/2013 6:57,2013,1900 BLOCK OF 11TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,65
1230,2/20/2013 6:58,2013,1900 BLOCK OF 11TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,23
1231,2/20/2013 7:00,2013,1300 BLOCK OF S ST NW,3D,307,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,18
1232,2/20/2013 7:02,2013,1300 BLOCK OF S ST NW,3D,307,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,22
1233,2/20/2013 7:05,2013,2800 BLOCK OF 14TH ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,Unknown,Hispanic Or Latino,Male,19
1234,2/20/2013 7:07,2013,2800 BLOCK OF 14TH ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,White,Unknown,Male,31
1235,2/20/2013 7:11,2013,2100 BLOCK OF 10TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,Juvenile
1236,2/20/2013 7:19,2013,200 BLOCK OF VALLEY AVE SE,7D,708,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,33
1237,2/20/2013 7:35,2013,200 BLOCK OF VALLEY AVE SE,7D,708,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,19
1238,2/20/2013 7:40,2013,200 BLOCK OF VALLEY AVE SE,7D,708,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Female,24
1239,2/20/2013 9:05,2013,800 BLOCK OF H R DR SE,7D,706,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,23
1240,12/1/2012 12:13,2012,900 BLOCK OF U ST NW,3D,305,Pedestrian Stop,Call For Service,Person,Unknown,Hispanic Or Latino,Female,24
1241,12/1/2012 14:25,2012,900 BLOCK OF W ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,23
1242,12/1/2012 14:28,2012,600 BLOCK OF S ST NW,3D,306,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,58
1243,12/1/2012 14:31,2012,600 BLOCK OF S ST NW,3D,306,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,62
1244,12/1/2012 14:49,2012,1700 BLOCK OF 10TH ST NW,3D,307,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,50
1245,12/1/2012 14:53,2012,Multiple/Unknown Address,,,Pedestrian Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,19
1246,12/1/2012 22:14,2012,3300 BLOCK OF 13TH ST SE,7D,705,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,31
1247,12/4/2012 4:35,2012,300 BLOCK OF R ST NE,5D,502,Pedestrian Stop,Call For Service,Person,White,Unknown,Male,63
1248,12/4/2012 14:58,2012,2500 BLOCK OF 11TH ST NW,3D,304,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,22
1249,12/5/2012 15:21,2012,1500 BLOCK OF MARION ST NW,3D,308,Pedestrian Stop,Suspicious Activity,Person,White,Hispanic Or Latino,Male,32
1250,12/6/2012 15:52,2012,1700 BLOCK OF COLUMBIA RD NW,3D,303,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,31
1251,12/6/2012 22:06,2012,4TH STREET NE,1D,104,Bicycle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,21
1252,12/6/2012 22:37,2012,1 17TH / GALES PLACE NE,5D,,Bicycle Stop,Equipment Violation,Person,Black,Not Hispanic Or Latino,Male,18
1253,12/7/2012 0:00,2012,300 BLOCK OF R,,,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,50
1254,12/7/2012 14:13,2012,700 BLOCK OF GIRARD ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,52
1255,12/7/2012 14:15,2012,1100 BLOCK OF CLIFTON ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,Unknown,Hispanic Or Latino,Male,Juvenile
1256,12/7/2012 14:18,2012,1100 BLOCK OF CLIFTON ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1257,12/7/2012 14:19,2012,1100 BLOCK OF CLIFTON ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,Unknown,Hispanic Or Latino,Female,Juvenile
1258,12/7/2012 14:21,2012,1100 BLOCK OF CLIFTON ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,Unknown,Hispanic Or Latino,Female,Juvenile
1259,12/7/2012 14:23,2012,1100 BLOCK OF CLIFTON ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,Unknown,Hispanic Or Latino,Male,Juvenile
