OBJECTID,REPORT_TAKEN_DATE,YEAR,BLOCK_ADDRESS,DISTRICT,PSA,FIELD_CONTACT_TYPE,REASON_FOR_STOP,DATA_TYPE,RACE,ETHNICITY,SEX,AGE
1260,12/7/2012 14:26,2012,2500 BLOCK OF 11TH ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,19
1261,12/7/2012 14:28,2012,2500 BLOCK OF 11TH ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,Juvenile
1262,12/8/2012 16:57,2012,5300 BLOCK OF C ST SE,6D,604,Vehicle Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,22
1263,12/8/2012 22:46,2012,4000 BLOCK OF MINNESOTA AVE NE,6D,602,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1264,12/9/2012 4:13,2012,300 BLOCK OF PARKLAND PL SE,7D,707,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,42
1265,12/9/2012 5:31,2012,UNIT BLOCK OF N ST NE,5D,501,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,44
1266,12/9/2012 5:36,2012,UNIT BLOCK OF N ST NE,5D,501,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,44
1267,12/11/2012 13:14,2012,2400 BLOCK OF 14TH ST,,,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,22
1268,12/11/2012 19:07,2012,300 BLOCK OF 50TH ST NE,6D,602,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,18
1269,12/11/2012 19:09,2012,5600 BLOCK OF EAST CAPITOL ST NE,6D,604,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,21
1270,12/11/2012 19:17,2012,5800 BLOCK OF FIELD PL NE,6D,608,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,43
1271,12/12/2012 14:41,2012,1100 BLOCK OF S ST NW,3D,307,Bicycle Stop,Call For Service,Person,Unknown,Hispanic Or Latino,Male,29
1272,12/12/2012 14:53,2012,1200 BLOCK OF 49TH ST NE,6D,602,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1273,12/12/2012 14:56,2012,1200 BLOCK OF 49TH ST NE,6D,602,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1274,12/12/2012 14:58,2012,UNIT BLOCK OF ANACOSTIA RD SE,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,22
1275,12/12/2012 15:02,2012,1200 BLOCK OF 49TH ST NE,6D,602,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,31
1276,12/12/2012 21:50,2012,4400 BLOCK OF 3RD ST SE,7D,708,Pedestrian Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,22
1277,12/12/2012 21:55,2012,4000 BLOCK OF LIVINGSTON RD SE,7D,708,Pedestrian Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,35
1278,12/12/2012 22:29,2012,UNIT ATLANTIC ST SE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,43
1279,12/12/2012 22:32,2012,UNIT ATLANTIC ST SE,,,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,31
1280,12/13/2012 14:27,2012,1800 BLOCK OF 13TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,21
1281,12/13/2012 20:34,2012,4600 BLOCK OF MARTIN LUTHER KING JR AVE SW,7D,708,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,Juvenile
1282,12/13/2012 21:18,2012,3800 BLOCK OF 1ST ST SE,7D,707,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,19
1283,12/13/2012 21:35,2012,100 BLOCK OF IRVINGTON ST SW,7D,708,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,24
1284,12/13/2012 21:38,2012,4400 BLOCK OF 3RD ST SE,7D,708,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,37
1285,12/13/2012 21:40,2012,4000 BLOCK OF LIVINGSTON RD SE,7D,708,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,38
1286,12/13/2012 21:44,2012,4400 BLOCK OF 1ST ST SE,7D,708,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,28
1287,12/13/2012 21:51,2012,1100 BLOCK OF BELLEVUE ST SE,7D,706,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,Juvenile
1288,12/14/2012 5:23,2012,,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,25
1289,12/14/2012 10:51,2012,100 BLOCK OF L ST SE,1D,106,Vehicle Stop,Suspicious Activity,Person,White,Unknown,Male,55
1290,12/14/2012 22:22,2012,700 BLOCK OF 7TH ST NW,1D,102,Pedestrian Stop,Community Policing,Person,White,Unknown,Male,18
1291,12/14/2012 22:28,2012,700 BLOCK OF 7TH ST NW,1D,102,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,19
1292,12/15/2012 2:53,2012,1200 BLOCK OF RHODE ISLAND AVE NE,5D,504,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1293,12/15/2012 4:49,2012,2400 BLOCK OF 18TH ST NW,3D,303,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,38
1294,12/15/2012 14:31,2012,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,24
1295,12/15/2012 14:33,2012,1200 BLOCK OF S ST NW,3D,307,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,19
1296,12/15/2012 14:33,2012,1200 BLOCK OF S ST NW,3D,307,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1297,12/16/2012 3:04,2012,1200 BLOCK OF U ST NW,3D,305,Pedestrian Stop,Suspicious Activity,Person,Unknown,Hispanic Or Latino,Male,
1298,12/16/2012 3:08,2012,2000 BLOCK OF 12TH ST NW,3D,305,Pedestrian Stop,Call For Service,Person,Unknown,Not Hispanic Or Latino,Female,39
1299,12/16/2012 3:08,2012,2000 BLOCK OF 12TH ST NW,3D,305,Pedestrian Stop,Call For Service,Person,Unknown,Not Hispanic Or Latino,Male,45
1300,12/16/2012 3:18,2012,2000 BLOCK OF 13TH ST NW,3D,305,Pedestrian Stop,Suspicious Activity,Person,White,Not Hispanic Or Latino,Male,28
1301,12/16/2012 3:21,2012,2000 BLOCK OF 13TH ST NW,3D,305,Pedestrian Stop,Suspicious Activity,Person,White,Not Hispanic Or Latino,Male,28
1302,12/16/2012 3:22,2012,2000 BLOCK OF 13TH ST NW,3D,305,Pedestrian Stop,Suspicious Activity,Person,White,Not Hispanic Or Latino,Female,26
1303,12/16/2012 4:20,2012,2300 BLOCK OF 11TH ST NW,3D,304,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1304,12/16/2012 4:22,2012,2300 BLOCK OF 11TH ST NW,3D,304,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1305,12/16/2012 4:53,2012,1800 BLOCK OF M ST NW,2D,207,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,23
1306,12/16/2012 4:53,2012,1800 BLOCK OF M ST NW,2D,207,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,23
1307,12/16/2012 5:45,2012,3800 BLOCK OF FIRST ST SE,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,25
1308,12/16/2012 21:10,2012,1700 BLOCK OF 6TH ST NW,3D,308,Vehicle Stop,Equipment Violation,Person,Black,Unknown,Male,34
1309,12/17/2012 21:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,Juvenile
1310,12/17/2012 21:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,Juvenile
1311,12/17/2012 21:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,18
1312,12/17/2012 21:12,2012,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,20
1313,12/17/2012 21:47,2012,2800 BLOCK OF NAYLOR RD SE,6D,606,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,19
1314,12/17/2012 21:52,2012,2800 BLOCK OF NAYLOR RD SE,6D,606,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,18
1315,12/18/2012 14:36,2012,4400 BLOCK OF 46TH ST NW,2D,202,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,20
1316,12/18/2012 18:50,2012,4300 BLOCK OF EAST CAPITOL ST SE,,,Vehicle Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,35
1317,12/18/2012 19:38,2012,600 BLOCK OF SHERIDAN ST NW,4D,402,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,30
1318,12/18/2012 19:41,2012,300 BLOCK OF ALLISON ST NW,4D,407,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,19
1319,12/18/2012 19:49,2012,300 BLOCK OF ALLISON ST NW,4D,407,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,19
1320,12/18/2012 20:06,2012,1300 BLOCK OF LONGFELLOW ST NW,4D,403,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,40
1321,12/19/2012 15:38,2012,1600 BLOCK OF NEW JERSEY AVE NW,3D,308,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,26
1322,12/19/2012 15:41,2012,UNIT BLOCK OF IRVING ST NW,4D,405,Pedestrian Stop,Call For Service,Person,White,Hispanic Or Latino,Male,31
1323,12/19/2012 15:47,2012,300 BLOCK OF 51ST ST NE,6D,602,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,21
1324,12/20/2012 17:28,2012,1200 BLOCK OF CONNECTICUT AVE NW,2D,208,Pedestrian Stop,Community Policing,Person,Unknown,Unknown,Male,22
1325,12/20/2012 19:50,2012,1000 BLOCK OF U ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1326,12/20/2012 19:53,2012,1200 BLOCK OF S ST NW,3D,307,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1327,12/20/2012 19:56,2012,1200 BLOCK OF S ST NW,3D,307,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,18
1328,12/20/2012 19:59,2012,2100 BLOCK OF 10TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1329,12/22/2012 18:11,2012,1200 BLOCK OF 49TH ST NE,6D,602,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,35
1330,12/22/2012 18:17,2012,4700 BLOCK OF MINNESOTA AVE NE,6D,602,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1331,12/22/2012 20:41,2012,1800 BLOCK OF 11TH ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Unknown,Hispanic Or Latino,Male,41
1332,3/18/2013 8:03,2013,3000 BLOCK OF 7TH ST SE,7D,705,Vehicle Stop,Moving Violation,Person,Unknown,Not Hispanic Or Latino,Female,63
1333,3/18/2013 10:43,2013,1200 BLOCK OF GOOD HOPE RD SE,7D,701,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,30
1334,3/18/2013 10:54,2013,2900 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,705,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,63
1335,3/18/2013 11:07,2013,1300 BLOCK OF GOOD HOPE RD SE,7D,701,Vehicle Stop,Juvenile Contact,Person,Unknown,Unknown,Male,28
1336,3/18/2013 12:00,2013,2400 BLOCK OF ALABAMA AVE SE,7D,702,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,31
1337,3/18/2013 12:21,2013,3700 BLOCK OF 1ST ST SE,7D,707,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,43
1338,3/18/2013 12:25,2013,400 BLOCK OF LEBAUM ST SE,7D,707,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,26
1339,3/18/2013 12:31,2013,1900 BLOCK OF 16TH ST SE,7D,701,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,58
1340,3/19/2013 17:30,2013,1600 BLOCK OF GOOD HOPE RD SE,7D,701,Bicycle Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1341,3/19/2013 18:30,2013,1900 BLOCK OF 13TH ST SE,7D,701,Pedestrian Stop,Special Investigation,Person,Black,Not Hispanic Or Latino,Male,18
1342,3/19/2013 19:02,2013,1300 BLOCK OF W ST SE,7D,701,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,43
1343,3/20/2013 22:48,2013,100 BLOCK OF 49TH ST NE,6D,608,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,50
1344,3/21/2013 0:31,2013,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,25
1345,3/21/2013 11:27,2013,1700 BLOCK OF COLUMBIA RD NW,3D,303,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,21
1346,3/21/2013 16:28,2013,3500 BLOCK OF HOLMEAD PL NW,4D,409,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,35
1347,3/21/2013 16:44,2013,3700 BLOCK OF 9TH ST NW,4D,404,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1348,3/21/2013 20:12,2013,ANACOSTIA FWY NB / PENNSYLVANIA AVE SE,6D,607,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,33
1349,3/21/2013 20:42,2013,1300 BLOCK OF OTIS PL NW,4D,409,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,28
1350,3/23/2013 17:26,2013,1800 BLOCK OF 1ST STREET NW,5D,501,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,44
1351,3/26/2013 22:28,2013,100 BLOCK OF 4TH ST NE,1D,107,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,46
1352,3/26/2013 22:32,2013,100 BLOCK OF 4TH ST NE,1D,107,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,48
1353,3/26/2013 22:35,2013,100 BLOCK OF 4TH ST NE,1D,107,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,54
1354,3/28/2013 17:46,2013,3500 BLOCK OF 14TH ST NW,4D,409,Vehicle Stop,Moving Violation,Person,Unknown,Hispanic Or Latino,Male,57
1355,3/28/2013 17:52,2013,3500 BLOCK OF 14TH ST NW,4D,409,Pedestrian Stop,Call For Service,Person,Unknown,Hispanic Or Latino,Female,19
1356,3/29/2013 2:04,2013,900 BLOCK OF MARYLAND AVE NE,1D,104,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,20
1357,3/29/2013 18:17,2013,1100 BLOCK OF 18TH ST NW,2D,207,Pedestrian Stop,Suspicious Activity,Person,White,Unknown,Male,22
1358,3/30/2013 18:02,2013,1300 BLOCK OF NAYLOR CT NW,3D,307,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,31
1359,4/2/2013 2:04,2013,1100 BLOCK OF HOWARD RD SE,7D,703,Vehicle Stop,Moving Violation,Person,Black,Unknown,Male,50
1360,4/2/2013 2:15,2013,1200 BLOCK OF EATON RD SE,7D,703,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,34
1361,4/5/2013 7:46,2013,8TH ST NE / H ST NE,1D,104,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,35
1362,4/6/2013 0:40,2013,1400 BLOCK OF U ST SE,3D,305,Vehicle Stop,Moving Violation,Person,Unknown,Unknown,Male,65
1363,4/6/2013 1:22,2013,1600 BLOCK OF GOOD HOPE RD SE,7D,701,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,41
1364,4/8/2013 20:20,2013,5000 BLOCK OF SARGENT RD NE,4D,405,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Female,47
1365,4/8/2013 20:20,2013,5000 BLOCK OF SARGENT RD NE,4D,405,Vehicle Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,61
1366,4/9/2013 14:51,2013,3800 BLOCK OF MINNESOTA AVE NE,6D,603,Vehicle Stop,Suspicious Vehicles,Person,Black,Unknown,Male,23
1367,4/9/2013 17:55,2013,3500 BLOCK OF EAST CAPITOL ST NE,6D,603,Pedestrian Stop,Call For Service,Person,Black,Unknown,Female,21
1368,4/10/2013 5:54,2013,2500 BLOCK OF SHERIDAN RD SE,7D,703,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,30
1369,4/10/2013 23:02,2013,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,27
1370,4/10/2013 23:02,2013,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1371,4/10/2013 23:02,2013,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1372,4/10/2013 23:02,2013,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,Juvenile
1373,4/10/2013 23:02,2013,Multiple/Unknown Address,,,Pedestrian Stop,Call For Service,Person,Unknown,Unknown,Male,29
1374,4/12/2013 14:02,2013,2600 BLOCK OF 11TH ST NW,3D,304,Pedestrian Stop,Suspicious Persons,Person,Unknown,Unknown,Male,Juvenile
1375,4/13/2013 5:37,2013,2400 BLOCK OF 18TH ST NW,3D,303,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,23
1376,4/13/2013 5:37,2013,2400 BLOCK OF 18TH ST NW,3D,303,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,24
1377,4/13/2013 16:43,2013,100 BLOCK OF W ST NW,5D,501,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,49
1378,4/15/2013 23:01,2013,2900 BLOCK OF MEADOW LN,1D,,Vehicle Stop,Suspicious Vehicles,Person,Unknown,Unknown,Male,35
1379,4/15/2013 23:23,2013,20600 BLOCK OF WHIRLWIND ROAD,,,Vehicle Stop,Moving Violation,Person,White,Unknown,Male,25
1380,4/16/2013 16:38,2013,MINNESOTA AVE SE / RIDGE RD SE,6D,603,Vehicle Stop,Moving Violation,Person,White,Unknown,Male,33
1381,4/18/2013 0:19,2013,1400 BLOCK OF 21ST ST NW,2D,208,Pedestrian Stop,Call For Service,Person,White,Not Hispanic Or Latino,Male,47
1382,4/18/2013 18:38,2013,1700 BLOCK OF COLUMBIA RD NW,3D,301,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,68
1383,4/18/2013 20:49,2013,4100 BLOCK OF AMES ST NE,6D,603,Vehicle Stop,Suspicious Vehicles,Person,Black,Not Hispanic Or Latino,Male,31
1384,4/23/2013 21:16,2013,1700 BLOCK OF MASSACHUSETTS AVE SE,1D,108,Pedestrian Stop,Suspicious Activity,Person,Black,Not Hispanic Or Latino,Male,49
1385,4/23/2013 21:26,2013,1700 BLOCK OF MASSACHUSETTS AVE SE,1D,108,Pedestrian Stop,Suspicious Activity,Person,White,Not Hispanic Or Latino,Male,63
1386,4/23/2013 21:54,2013,DIVISION AVE NE / FOOTE ST NE,6D,608,Pedestrian Stop,Suspicious Activity,Person,Asian,Not Hispanic Or Latino,Male,55
1387,4/24/2013 17:43,2013,1700 BLOCK OF IRVING ST NW,4D,408,Pedestrian Stop,Suspicious Persons,Person,Unknown,Hispanic Or Latino,Male,43
1388,4/24/2013 18:47,2013,2000 BLOCK OF KALORAMA RD NW,3D,303,Vehicle Stop,Moving Violation,Person,Unknown,Not Hispanic Or Latino,Female,56
1389,4/25/2013 21:32,2013,1000 BLOCK OF EASTERN AVE NE,6D,602,Pedestrian Stop,Call For Service,Person,Black,Not Hispanic Or Latino,Male,25
1390,4/25/2013 21:35,2013,3400 BLOCK OF MINNESOTA AVE SE,6D,603,Pedestrian Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,24
1391,4/26/2013 3:32,2013,1700 BLOCK OF N ST NW,2D,208,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,42
1392,4/27/2013 21:30,2013,1500 BLOCK OF NORTH CAROLINA AVE NE,1D,108,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,47
1393,4/28/2013 22:27,2013,UNIT BLOCK OF O ST SW,1D,105,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,56
1394,4/28/2013 22:28,2013,200 BLOCK OF M ST SW,1D,105,Pedestrian Stop,Juvenile Contact,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1395,4/30/2013 12:42,2013,Multiple/Unknown Address,,,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,45
1396,5/1/2013 7:02,2013,7TH ST NE / MARYLAND AVE NE,1D,107,Vehicle Stop,Community Policing,Person,White,Unknown,Male,26
1397,5/1/2013 7:13,2013,7TH ST NE / MARYLAND AVE NE,1D,107,Vehicle Stop,Community Policing,Person,Unknown,Not Hispanic Or Latino,Male,38
1398,5/1/2013 19:07,2013,300 BLOCK OF EASTERN AVE NE,6D,608,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,53
1399,5/1/2013 19:12,2013,300 BLOCK OF EASTERN AVE NE,6D,608,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,69
1400,5/1/2013 19:17,2013,300 BLOCK OF EASTERN AVE NE,6D,608,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,57
1401,5/2/2013 2:06,2013,1500 BLOCK OF 22ND ST NW,2D,208,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,45
1402,5/2/2013 2:08,2013,1500 BLOCK OF 22ND ST NW,2D,208,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,24
1403,5/2/2013 14:39,2013,4000 BLOCK OF MINNESOTA AVE NE,6D,602,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,26
1404,5/2/2013 14:47,2013,4000 BLOCK OF MINNESOTA AVE NE,6D,602,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,27
1405,5/3/2013 7:01,2013,400 BLOCK OF D ST NE,1D,104,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Female,24
1406,5/3/2013 8:56,2013,UNIT BLOCK OF H ST NE,1D,103,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,57
1407,5/3/2013 11:09,2013,1800 BLOCK OF ADAMS MILL RD NW,3D,303,Pedestrian Stop,Truancy/curfew,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1408,5/3/2013 11:13,2013,1700 BLOCK OF COLUMBIA RD NW,3D,303,Pedestrian Stop,Call For Service,Person,Black,Unknown,Male,56
1409,5/4/2013 5:45,2013,1300 BLOCK OF CONNECTICUT AVE NW,2D,208,Pedestrian Stop,Call For Service,Person,Unknown,Hispanic Or Latino,Male,23
1410,5/4/2013 5:45,2013,1300 BLOCK OF CONNECTICUT AVE NW,2D,208,Pedestrian Stop,Call For Service,Person,Unknown,Hispanic Or Latino,Male,36
1411,5/4/2013 19:57,2013,16TH ST SE / MASSACHUSETTS AVE SE,1D,108,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,21
1412,5/5/2013 1:17,2013,2400 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,703,Pedestrian Stop,Suspicious Activity,Person,Black,Unknown,Male,Juvenile
1413,5/5/2013 1:20,2013,2400 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,703,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1414,5/5/2013 1:20,2013,2400 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,703,Pedestrian Stop,Community Policing,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1415,5/5/2013 1:20,2013,2400 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,703,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,53
1416,5/5/2013 1:20,2013,2400 BLOCK OF MARTIN LUTHER KING JR AVE SE,7D,703,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,19
1417,5/6/2013 13:37,2013,12TH ST NW / Q ST NW,3D,307,Pedestrian Stop,Suspicious Vehicles,Person,Black,Unknown,Male,36
1418,5/6/2013 13:40,2013,1700 BLOCK OF COLUMBIA RD NW,3D,303,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,52
1419,5/6/2013 13:44,2013,1200 BLOCK OF 4TH ST NW,3D,308,Pedestrian Stop,Suspicious Persons,Person,Black,Unknown,Male,Juvenile
1420,5/6/2013 13:49,2013,1200 BLOCK OF 4TH ST NW,3D,308,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,18
1421,5/7/2013 14:11,2013,12TH ST NW / W ST NW,3D,305,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,Juvenile
1422,5/7/2013 14:13,2013,1100 BLOCK OF 5TH ST NW,3D,308,Pedestrian Stop,Suspicious Persons,Person,Unknown,Hispanic Or Latino,Male,20
1423,5/7/2013 14:14,2013,400 BLOCK OF O ST NW,3D,308,Pedestrian Stop,Suspicious Persons,Person,Black,Not Hispanic Or Latino,Male,44
1424,6/20/2013 18:31,2013,500 BLOCK OF N ST NW,3D,308,Vehicle Stop,Moving Violation,Person,White,Unknown,Female,32
1425,6/20/2013 18:41,2013,STANTON RD SE,7D,704,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,18
1426,6/20/2013 18:48,2013,STANTON RD SE,7D,704,Pedestrian Stop,Community Policing,Person,Black,Unknown,Male,Juvenile
1427,6/20/2013 20:59,2013,1400 BLOCK OF U ST NW,3D,301,Vehicle Stop,Moving Violation,Person,Black,Not Hispanic Or Latino,Male,27
